Sentence ID,Source,Target,System,Dataset,Family,Edit Type,Edit Sub-Type,Edit Classification,Structure Sub-Type,Quality,Information Impact,Grammar Error,Significance,Input Index,Output Index,Constituent Edits,Is Constituent Edit,Parent Edit Type,Constituent Input Index,Constituent Output Index,Input Text,Output Text
SALSA_EXAMPLES_002,"In time Eliot relocated to Washington, D.C., first as director of the National Capital Park and Planning Commission until 1933, involved in the development of the National Mall, then until 1943 as Director of the National Resources Planning Board, which formed part of the Public Works Administration.","When he moved to Washington, D.C., he worked for the National Capital Park and Planning Commission until 1933. || He helped with the building of the National Mall. || After that, he worked for the National Resources Planning Board, which was part of the Public Works Administration.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,Bad Deletion,Bad Substitution,,Error,Same Information,No,2,"[[8, 13]]","[[5, 7]]",0,False,N/A,[],[],Eliot,he
SALSA_EXAMPLES_002,"In time Eliot relocated to Washington, D.C., first as director of the National Capital Park and Planning Commission until 1933, involved in the development of the National Mall, then until 1943 as Director of the National Resources Planning Board, which formed part of the Public Works Administration.","When he moved to Washington, D.C., he worked for the National Capital Park and Planning Commission until 1933. || He helped with the building of the National Mall. || After that, he worked for the National Resources Planning Board, which was part of the Public Works Administration.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[14, 23]]","[[8, 13]]",0,False,N/A,[],[],relocated,moved
SALSA_EXAMPLES_002,"In time Eliot relocated to Washington, D.C., first as director of the National Capital Park and Planning Commission until 1933, involved in the development of the National Mall, then until 1943 as Director of the National Resources Planning Board, which formed part of the Public Works Administration.","When he moved to Washington, D.C., he worked for the National Capital Park and Planning Commission until 1933. || He helped with the building of the National Mall. || After that, he worked for the National Resources Planning Board, which was part of the Public Works Administration.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,2,"[[45, 65]]","[[35, 48]]",0,False,N/A,[],[],first as director of,he worked for
SALSA_EXAMPLES_002,"In time Eliot relocated to Washington, D.C., first as director of the National Capital Park and Planning Commission until 1933, involved in the development of the National Mall, then until 1943 as Director of the National Resources Planning Board, which formed part of the Public Works Administration.","When he moved to Washington, D.C., he worked for the National Capital Park and Planning Commission until 1933. || He helped with the building of the National Mall. || After that, he worked for the National Resources Planning Board, which was part of the Public Works Administration.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[128, 136]]","[[117, 123]]",0,False,N/A,[],[],involved,helped
SALSA_EXAMPLES_002,"In time Eliot relocated to Washington, D.C., first as director of the National Capital Park and Planning Commission until 1933, involved in the development of the National Mall, then until 1943 as Director of the National Resources Planning Board, which formed part of the Public Works Administration.","When he moved to Washington, D.C., he worked for the National Capital Park and Planning Commission until 1933. || He helped with the building of the National Mall. || After that, he worked for the National Resources Planning Board, which was part of the Public Works Administration.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[137, 158]]","[[124, 141]]",0,False,N/A,[],[],in the development of,with the building
SALSA_EXAMPLES_002,"In time Eliot relocated to Washington, D.C., first as director of the National Capital Park and Planning Commission until 1933, involved in the development of the National Mall, then until 1943 as Director of the National Resources Planning Board, which formed part of the Public Works Administration.","When he moved to Washington, D.C., he worked for the National Capital Park and Planning Commission until 1933. || He helped with the building of the National Mall. || After that, he worked for the National Resources Planning Board, which was part of the Public Works Administration.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,Complex Wrong,Bad Substitution,,Error,Same Information,No,1,"[[194, 208]]","[[179, 192]]",0,False,N/A,[],[],as Director of,he worked for
SALSA_EXAMPLES_002,"In time Eliot relocated to Washington, D.C., first as director of the National Capital Park and Planning Commission until 1933, involved in the development of the National Mall, then until 1943 as Director of the National Resources Planning Board, which formed part of the Public Works Administration.","When he moved to Washington, D.C., he worked for the National Capital Park and Planning Commission until 1933. || He helped with the building of the National Mall. || After that, he worked for the National Resources Planning Board, which was part of the Public Works Administration.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[254, 260]]","[[238, 241]]",0,False,N/A,[],[],formed,was
SALSA_EXAMPLES_002,"In time Eliot relocated to Washington, D.C., first as director of the National Capital Park and Planning Commission until 1933, involved in the development of the National Mall, then until 1943 as Director of the National Resources Planning Board, which formed part of the Public Works Administration.","When he moved to Washington, D.C., he worked for the National Capital Park and Planning Commission until 1933. || He helped with the building of the National Mall. || After that, he worked for the National Resources Planning Board, which was part of the Public Works Administration.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,1,,"[[114, 116]]",0,False,N/A,[],[],,He
SALSA_EXAMPLES_002,"In time Eliot relocated to Washington, D.C., first as director of the National Capital Park and Planning Commission until 1933, involved in the development of the National Mall, then until 1943 as Director of the National Resources Planning Board, which formed part of the Public Works Administration.","When he moved to Washington, D.C., he worked for the National Capital Park and Planning Commission until 1933. || He helped with the building of the National Mall. || After that, he worked for the National Resources Planning Board, which was part of the Public Works Administration.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,1,,"[[167, 178]]",0,False,N/A,[],[],,"After that,"
SALSA_EXAMPLES_002,"In time Eliot relocated to Washington, D.C., first as director of the National Capital Park and Planning Commission until 1933, involved in the development of the National Mall, then until 1943 as Director of the National Resources Planning Board, which formed part of the Public Works Administration.","When he moved to Washington, D.C., he worked for the National Capital Park and Planning Commission until 1933. || He helped with the building of the National Mall. || After that, he worked for the National Resources Planning Board, which was part of the Public Works Administration.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,structure,Transition,ERROR COULDNT FIND,Transition,Trivial,Same Information,No,0,"[[[0, 7]]]","[[[0, 4]]]",1,False,N/A,"[[[0, 7]]]","[[[0, 4]]]",,
SALSA_EXAMPLES_002,"In time Eliot relocated to Washington, D.C., first as director of the National Capital Park and Planning Commission until 1933, involved in the development of the National Mall, then until 1943 as Director of the National Resources Planning Board, which formed part of the Public Works Administration.","When he moved to Washington, D.C., he worked for the National Capital Park and Planning Commission until 1933. || He helped with the building of the National Mall. || After that, he worked for the National Resources Planning Board, which was part of the Public Works Administration.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,structure,Voice,Good Structure,Voice,No Error,Same Information,No,2,"[[[45, 65]]]","[[[35, 48]]]",1,False,N/A,"[[[45, 65]]]","[[[35, 48]]]",,
SALSA_EXAMPLES_002,"In time Eliot relocated to Washington, D.C., first as director of the National Capital Park and Planning Commission until 1933, involved in the development of the National Mall, then until 1943 as Director of the National Resources Planning Board, which formed part of the Public Works Administration.","When he moved to Washington, D.C., he worked for the National Capital Park and Planning Commission until 1933. || He helped with the building of the National Mall. || After that, he worked for the National Resources Planning Board, which was part of the Public Works Administration.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,structure,Part of Speech,Bad Structure,Part of Speech,Error,Same Information,No,1,"[[[194, 208]]]","[[[179, 192]]]",1,False,N/A,"[[[194, 208]]]","[[[179, 192]]]",,
SALSA_EXAMPLES_003,"Divided into sections pertaining to each season and covering self-reliance, growing and gardening, cooking, health and beauty, and wilderness, and with photos and illustrations evocative of the great outdoors, A Wilder Life shows that getting in touch with nature is possible.","A Wilder Life shows that getting in touch with nature is possible. || To show this, the book details many different aspects of the outdoors.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,2,"[[0, 209]]","[[93, 140]]",0,False,N/A,[],[],"Divided into sections pertaining to each season and covering self-reliance, growing and gardening, cooking, health and beauty, and wilderness, and with photos and illustrations evocative of the great outdoors,",details many different aspects of the outdoors.
SALSA_EXAMPLES_003,"Divided into sections pertaining to each season and covering self-reliance, growing and gardening, cooking, health and beauty, and wilderness, and with photos and illustrations evocative of the great outdoors, A Wilder Life shows that getting in touch with nature is possible.","A Wilder Life shows that getting in touch with nature is possible. || To show this, the book details many different aspects of the outdoors.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,1,,"[[84, 92]]",0,False,N/A,[],[],,the book
SALSA_EXAMPLES_003,"Divided into sections pertaining to each season and covering self-reliance, growing and gardening, cooking, health and beauty, and wilderness, and with photos and illustrations evocative of the great outdoors, A Wilder Life shows that getting in touch with nature is possible.","A Wilder Life shows that getting in touch with nature is possible. || To show this, the book details many different aspects of the outdoors.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,1,,"[[70, 83]]",0,False,N/A,[],[],,"To show this,"
SALSA_EXAMPLES_003,"Divided into sections pertaining to each season and covering self-reliance, growing and gardening, cooking, health and beauty, and wilderness, and with photos and illustrations evocative of the great outdoors, A Wilder Life shows that getting in touch with nature is possible.","A Wilder Life shows that getting in touch with nature is possible. || To show this, the book details many different aspects of the outdoors.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,reorder,Component-level Reorder,Good Reorder,,No Error,Same Information,No,2,"[[210, 276]]","[[0, 66]]",0,False,N/A,[],[],A Wilder Life shows that getting in touch with nature is possible.,A Wilder Life shows that getting in touch with nature is possible.
SALSA_EXAMPLES_003,"Divided into sections pertaining to each season and covering self-reliance, growing and gardening, cooking, health and beauty, and wilderness, and with photos and illustrations evocative of the great outdoors, A Wilder Life shows that getting in touch with nature is possible.","A Wilder Life shows that getting in touch with nature is possible. || To show this, the book details many different aspects of the outdoors.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,structure,Clausal Structure,Good Structure,Clausal Structure,No Error,Same Information,No,2,"[[[0, 209]]]","[[[93, 140]]]",1,False,N/A,"[[[0, 209]]]","[[[93, 140]]]",,
SALSA_EXAMPLES_004,"The Taiwanese government announces that it would extend the required duration for conscription from four months to one year, citing the increasing threat of China using military force to pursue Chinese unification.","The Taiwanese government announced that it would extend the required duration for conscription from four months to one year, citing the increasing threat of China using military force to pursue Chinese unification.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,structure,Tense,Good Structure,Tense,No Error,Same Information,No,1,"[[[25, 34]]]","[[[25, 34]]]",1,False,N/A,"[[[25, 34]]]","[[[25, 34]]]",,
SALSA_EXAMPLES_005,"According to anonymous sources cited by The Wall Street Journal, FTX had lent $10 billion of its customer assets to Alameda Research in 2022, and Alameda CEO Caroline Ellison disclosed to other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about that decision.","The Wall Street Journal reported that FTX had given Alameda Research $10 billion to buy some of its business, and that Alameda CEO Caroline Ellison had told other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about the deal.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,deletion,Bad Deletion,Bad Deletion,,Error,Generalization,No,1,"[[0, 39]]",,0,False,N/A,[],[],According to anonymous sources cited by,
SALSA_EXAMPLES_005,"According to anonymous sources cited by The Wall Street Journal, FTX had lent $10 billion of its customer assets to Alameda Research in 2022, and Alameda CEO Caroline Ellison disclosed to other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about that decision.","The Wall Street Journal reported that FTX had given Alameda Research $10 billion to buy some of its business, and that Alameda CEO Caroline Ellison had told other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about the deal.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,deletion,,Good Deletion,,No Error,Generalization,No,1,"[[133, 141]]",,0,False,N/A,[],[],"in 2022,",
SALSA_EXAMPLES_005,"According to anonymous sources cited by The Wall Street Journal, FTX had lent $10 billion of its customer assets to Alameda Research in 2022, and Alameda CEO Caroline Ellison disclosed to other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about that decision.","The Wall Street Journal reported that FTX had given Alameda Research $10 billion to buy some of its business, and that Alameda CEO Caroline Ellison had told other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about the deal.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,deletion,,Good Deletion,,No Error,Generalization,No,1,"[[90, 112]]",,0,False,N/A,[],[],of its customer assets,
SALSA_EXAMPLES_005,"According to anonymous sources cited by The Wall Street Journal, FTX had lent $10 billion of its customer assets to Alameda Research in 2022, and Alameda CEO Caroline Ellison disclosed to other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about that decision.","The Wall Street Journal reported that FTX had given Alameda Research $10 billion to buy some of its business, and that Alameda CEO Caroline Ellison had told other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about the deal.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[73, 77], [113, 115]]","[[46, 51]]",0,False,N/A,[],[],lent | to,given
SALSA_EXAMPLES_005,"According to anonymous sources cited by The Wall Street Journal, FTX had lent $10 billion of its customer assets to Alameda Research in 2022, and Alameda CEO Caroline Ellison disclosed to other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about that decision.","The Wall Street Journal reported that FTX had given Alameda Research $10 billion to buy some of its business, and that Alameda CEO Caroline Ellison had told other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about the deal.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,2,"[[175, 187]]","[[148, 156]]",0,False,N/A,[],[],disclosed to,had told
SALSA_EXAMPLES_005,"According to anonymous sources cited by The Wall Street Journal, FTX had lent $10 billion of its customer assets to Alameda Research in 2022, and Alameda CEO Caroline Ellison disclosed to other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about that decision.","The Wall Street Journal reported that FTX had given Alameda Research $10 billion to buy some of its business, and that Alameda CEO Caroline Ellison had told other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about the deal.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[280, 294]]","[[249, 258]]",0,False,N/A,[],[],that decision.,the deal.
SALSA_EXAMPLES_005,"According to anonymous sources cited by The Wall Street Journal, FTX had lent $10 billion of its customer assets to Alameda Research in 2022, and Alameda CEO Caroline Ellison disclosed to other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about that decision.","The Wall Street Journal reported that FTX had given Alameda Research $10 billion to buy some of its business, and that Alameda CEO Caroline Ellison had told other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about the deal.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,1,,"[[24, 37]]",0,False,N/A,[],[],,reported that
SALSA_EXAMPLES_005,"According to anonymous sources cited by The Wall Street Journal, FTX had lent $10 billion of its customer assets to Alameda Research in 2022, and Alameda CEO Caroline Ellison disclosed to other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about that decision.","The Wall Street Journal reported that FTX had given Alameda Research $10 billion to buy some of its business, and that Alameda CEO Caroline Ellison had told other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about the deal.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,2,,"[[81, 109]]",0,False,N/A,[],[],,"to buy some of its business,"
SALSA_EXAMPLES_005,"According to anonymous sources cited by The Wall Street Journal, FTX had lent $10 billion of its customer assets to Alameda Research in 2022, and Alameda CEO Caroline Ellison disclosed to other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about that decision.","The Wall Street Journal reported that FTX had given Alameda Research $10 billion to buy some of its business, and that Alameda CEO Caroline Ellison had told other Alameda employees that she, Sam Bankman-Fried, Gary Wang, and Nishad Singh knew about the deal.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,reorder,Component-level Reorder,Good Reorder,,No Error,Same Information,No,2,"[[78, 89]]","[[69, 80]]",0,False,N/A,[],[],$10 billion,$10 billion
SALSA_EXAMPLES_006,"A high-profile affair at the time, the impeachment pitted the two major United States political parties of the era against each other amid a battle between the parties over, among other things, what the role of Federal courts should look like.","The impeachment was a major event during that time. || It was a struggle between the two major U.S. political parties about, for example, the role of Federal courts.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,deletion,,Good Deletion,,No Error,Generalization,No,2,"[[0, 34]]",,0,False,N/A,[],[],"A high-profile affair at the time,",
SALSA_EXAMPLES_006,"A high-profile affair at the time, the impeachment pitted the two major United States political parties of the era against each other amid a battle between the parties over, among other things, what the role of Federal courts should look like.","The impeachment was a major event during that time. || It was a struggle between the two major U.S. political parties about, for example, the role of Federal courts.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,Complex Wrong,Bad Substitution,,Error,Same Information,No,1,"[[51, 133]]","[[16, 51]]",0,False,N/A,[],[],pitted the two major United States political parties of the era against each other,was a major event during that time.
SALSA_EXAMPLES_006,"A high-profile affair at the time, the impeachment pitted the two major United States political parties of the era against each other amid a battle between the parties over, among other things, what the role of Federal courts should look like.","The impeachment was a major event during that time. || It was a struggle between the two major U.S. political parties about, for example, the role of Federal courts.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[160, 167]]","[[73, 117]]",0,False,N/A,[],[],parties,between the two major U.S. political parties
SALSA_EXAMPLES_006,"A high-profile affair at the time, the impeachment pitted the two major United States political parties of the era against each other amid a battle between the parties over, among other things, what the role of Federal courts should look like.","The impeachment was a major event during that time. || It was a struggle between the two major U.S. political parties about, for example, the role of Federal courts.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,3,"[[194, 243]]","[[138, 165]]",0,False,N/A,[],[],what the role of Federal courts should look like.,the role of Federal courts.
SALSA_EXAMPLES_006,"A high-profile affair at the time, the impeachment pitted the two major United States political parties of the era against each other amid a battle between the parties over, among other things, what the role of Federal courts should look like.","The impeachment was a major event during that time. || It was a struggle between the two major U.S. political parties about, for example, the role of Federal courts.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,structure,Transition,Good Structure,Transition,No Error,Same Information,No,1,"[[[174, 193]]]","[[[125, 137]]]",1,False,N/A,"[[[174, 193]]]","[[[125, 137]]]",,
SALSA_EXAMPLES_007,"Three members of the endangered Irrawaddy dolphin have died within ten days from each other in Cambodia, prompting an increasingly alarming situation.","In Cambodia, three Irrawaddy dolphins have passed away within ten days of each other, creating a worrying situation.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,deletion,,Good Deletion,,No Error,Generalization,No,2,"[[6, 31]]",,0,False,N/A,[],[],members of the endangered,
SALSA_EXAMPLES_007,"Three members of the endangered Irrawaddy dolphin have died within ten days from each other in Cambodia, prompting an increasingly alarming situation.","In Cambodia, three Irrawaddy dolphins have passed away within ten days of each other, creating a worrying situation.",SALSA_EXAMPLES,SALSA_EXAMPLES,Lexical,substitution,Trivial Change,Trivial Substitution,,Trivial,Same Information,No,0,"[[55, 59]]","[[43, 54]]",0,False,N/A,[],[],died,passed away
SALSA_EXAMPLES_007,"Three members of the endangered Irrawaddy dolphin have died within ten days from each other in Cambodia, prompting an increasingly alarming situation.","In Cambodia, three Irrawaddy dolphins have passed away within ten days of each other, creating a worrying situation.",SALSA_EXAMPLES,SALSA_EXAMPLES,Lexical,substitution,Trivial Change,Trivial Substitution,,Trivial,Same Information,No,0,"[[76, 80]]","[[71, 73]]",0,False,N/A,[],[],from,of
SALSA_EXAMPLES_007,"Three members of the endangered Irrawaddy dolphin have died within ten days from each other in Cambodia, prompting an increasingly alarming situation.","In Cambodia, three Irrawaddy dolphins have passed away within ten days of each other, creating a worrying situation.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[105, 114], [115, 139]]","[[86, 94], [95, 105]]",0,False,N/A,[],[],prompting | an increasingly alarming,creating | a worrying
SALSA_EXAMPLES_007,"Three members of the endangered Irrawaddy dolphin have died within ten days from each other in Cambodia, prompting an increasingly alarming situation.","In Cambodia, three Irrawaddy dolphins have passed away within ten days of each other, creating a worrying situation.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,reorder,Component-level Reorder,Good Reorder,,No Error,Same Information,No,1,"[[92, 104]]","[[0, 12]]",0,False,N/A,[],[],"in Cambodia,","In Cambodia,"
