Sentence ID,Source,Target,System,Dataset,Total Edits,Substitution_count,Insertion_count,Split_count,Structure_count,Deletion_count,Reorder_count,FKGL_Source,FKGL_Target,FKGL_Difference,ARI_Source,ARI_Target,ARI_Difference,Lexical_Diversity_Source,Lexical_Diversity_Target,Lexical_Diversity_Difference,Syntactic_Complexity_Source,Syntactic_Complexity_Target,Syntactic_Complexity_Difference,BERTScore_Precision,BERTScore_Recall,BERTScore_F1,GLEU,LENS_SALSA,No_edit_count,Sentence_has_specialized_terms,Sentence_contains_named_entity,Deletion (Bad),Insertion (Bad),Reorder (Bad),Split (Bad),Structure (Bad),Substitution (Bad),Deletion (Good),Insertion (Good),Reorder (Good),Split (Good),Structure (Good),Substitution (Good),Deletion (Neutral),Insertion (Neutral),Reorder (Neutral),Split (Neutral),Structure (Neutral),Substitution (Neutral)
ChatGPT_011,Dasymutilla sicheliana is a species of velvet ant found predominantly in Mexico and the U.S. state of Arizona.,Dasymutilla sicheliana is a type of velvet ant mainly found in Mexico and Arizona.,ChatGPT,wikiEN,4,2,0,0,0.0,1,1,7.115454545454547,13.073333333333338,5.957878787878791,7.4,8.8,1.4000000000000004,0.9444444444444444,1.0,0.05555555555555558,1,1,0,0.9809587597846985,0.9609919786453247,0.9708726406097412,0.3170731707317073,72.31637239456177,0.0,True,True,1,0,0,0,0,2,2,1,1,0,1,7,2,1,1,0,0,2
ChatGPT_012,"He is known for the brutality of his raids, his rivalry with the sons of Cochise, and for the murder of several white men including Medal of Honor recipient Orizoba Spence.","He is known for his brutal raids, his fight with Cochise's sons, and for killing several white men, including Orizoba Spence, who received the Medal of Honor.",ChatGPT,wikiEN,5,2,0,0,3.0,0,0,14.328823529411768,12.008750000000003,-2.320073529411765,15.6,15.1,-0.5,0.7741935483870968,0.9259259259259259,0.15173237753882918,1,2,1,0.9681786298751831,0.9668140411376953,0.967495858669281,0.33076923076923076,71.13955020904541,0.0,True,True,0,0,0,0,0,4,4,0,2,0,3,4,1,0,0,0,0,5
ChatGPT_013,His actions led to the forced relocation of the Chiricahua to the San Carlos Apache Indian Reservation,His actions caused the Chiricahua to be moved to the San Carlos Apache Indian Reservation.,ChatGPT,wikiEN,3,2,0,0,0.0,0,1,13.251764705882355,10.562500000000004,-2.6892647058823513,10.9,9.9,-1.0,0.8235294117647058,0.8666666666666667,0.04313725490196085,1,2,1,0.9793248176574707,0.9765262603759766,0.9779235124588013,0.5,72.6269006729126,0.0,True,True,1,0,0,0,0,1,1,0,0,1,0,7,0,0,1,0,0,2
ChatGPT_014,"After the death of Cochise, Pionsenay remained loyal to his brother during the schism between Skinya and Tahzay in 1875.","Pionsenay stayed loyal to his brother after Cochise died, during the split between Skinya and Tahzay in 1875.",ChatGPT,wikiEN,4,2,0,0,1.0,0,1,9.61727272727273,7.550000000000001,-2.06727272727273,12.4,11.6,-0.8000000000000007,0.95,1.0,0.050000000000000044,1,2,1,0.9660599827766418,0.9624136686325073,0.9642333388328552,0.4634146341463415,80.01684546470642,0.0,True,True,3,0,0,0,0,2,4,0,0,1,1,10,0,0,1,0,0,3
ChatGPT_015,"In 1876, the Sulphur Springs overland mail station in the Arizona Territory was raided by a band of Apaches led by Pionsenay.","In 1876, a group of Apaches led by Pionsenay attacked the Sulphur Springs mail station in the Arizona Territory.",ChatGPT,wikiEN,3,1,0,0,1.0,1,0,11.470000000000002,10.580952380952379,-0.8890476190476235,11.8,11.4,-0.40000000000000036,0.9090909090909091,0.9473684210526315,0.038277511961722466,2,2,0,0.9815502166748047,0.9690045118331909,0.9752370119094849,0.5111111111111111,75.04965662956238,0.0,False,True,3,0,0,0,0,0,2,1,2,1,3,6,0,1,0,0,0,3
ChatGPT_016,The attack was instigated after an argument over whiskey sales.,The attack started after an argument about whiskey sales.,ChatGPT,wikiEN,2,1,0,0,1.0,0,0,10.154545454545456,8.370000000000001,-1.784545454545455,9.0,8.7,-0.3000000000000007,1.0,1.0,0.0,1,1,0,0.98470538854599,0.9668964743614197,0.9757196307182312,0.39473684210526316,80.32428026199341,0.0,False,False,1,0,0,0,0,3,1,2,0,1,3,7,0,0,0,0,0,3
ChatGPT_017,"The two were initially buried at the station, however, the bodies were later exhumed for interment at Fort Bowie.","The two were first buried at the station, but their bodies were later moved to Fort Bowie.",ChatGPT,wikiEN,3,3,0,0,0.0,0,0,10.690000000000001,6.104210526315793,-4.585789473684208,11.6,7.6,-4.0,0.8421052631578947,0.9411764705882353,0.09907120743034059,2,2,0,0.972230851650238,0.9487419128417969,0.9603427648544312,0.3902439024390244,74.5607078075409,0.0,False,True,3,0,1,0,0,2,6,0,0,0,0,6,2,0,0,0,0,2
ChatGPT_018,"Due to the influx of Catholic immigration in Zurich in the 19th century, the church was built from 1893 to 1894 under the Romanesque Revival architecture designs of the architect August Hardegger.","Because of many Catholics moving to Zurich in the 19th century, the church was built from 1893 to 1894. || Architect August Hardegger designed it in Romanesque Revival style.",ChatGPT,wikiEN,5,2,0,1,1.0,0,1,16.064117647058826,6.935909090909089,-9.128208556149737,18.9,10.1,-8.799999999999999,0.78125,0.896551724137931,0.11530172413793105,1,3,2,0.9579913020133972,0.948807954788208,0.9533774852752686,0.46153846153846156,69.82415318489075,0.0,True,True,1,0,0,0,0,0,5,3,1,2,3,9,0,2,0,0,0,4
ChatGPT_019,"In the 19th century, more and more Catholics from eastern and central Switzerland migrated to Zurich, and the need for a Catholic church arose.","In the 19th century, many Catholics from eastern and central Switzerland moved to Zurich, and they needed a Catholic church.",ChatGPT,wikiEN,3,2,0,0,1.0,0,0,11.110370370370372,10.310434782608699,-0.7999355877616736,14.1,13.3,-0.7999999999999989,0.8333333333333334,0.95,0.11666666666666659,2,2,0,0.9836006164550781,0.9709933996200562,0.9772563576698303,0.4803921568627451,83.07332992553711,0.0,False,True,0,0,0,0,0,2,2,0,1,0,2,7,0,0,1,0,0,2
ChatGPT_020,"In 1889, the association attempted to acquire a building site on the shores of Lake Zurich, but was prevented due to religious reservations in Zurich.","In 1889, the association tried to get land by Lake Zurich, but religious concerns stopped them.",ChatGPT,wikiEN,6,5,0,0,1.0,0,0,13.451428571428576,7.346315789473689,-6.105112781954887,14.8,10.1,-4.700000000000001,0.92,1.0,0.07999999999999996,3,3,0,0.9657790660858154,0.9464879035949707,0.9560361504554749,0.25471698113207547,80.07538914680481,0.0,False,True,1,0,0,0,0,3,4,2,0,0,1,6,0,0,1,0,2,3
ChatGPT_021,"After this failure, the community made an appeal for donations with the approval of the Bishop of Chur, which drew attention to the struggling situation of the Catholics in Zurich and eventually provided the necessary funds to purchase lots and plan church buildings.","After this failure, the community asked for donations with the Bishop of Chur's approval. || This highlighted the Catholics' struggles in Zurich and helped raise the needed money to buy land and plan church buildings.",ChatGPT,wikiEN,9,7,0,1,1.0,0,0,20.819565217391304,8.656025641025643,-12.163539576365661,24.7,12.4,-12.299999999999999,0.7906976744186046,0.8857142857142857,0.09501661129568106,5,5,0,0.9589844346046448,0.9522980451583862,0.9556295275688171,0.3202247191011236,71.82497382164001,0.0,False,True,1,0,0,0,1,2,3,0,0,1,1,10,0,0,0,0,1,1
ChatGPT_022,"When the church was consecrated in 1894, its decorations were simple due to a lack of funds.",The church had simple decorations when it was consecrated in 1894 because there was not enough money.,ChatGPT,wikiEN,4,2,0,0,1.0,0,1,5.483157894736845,7.818888888888889,2.335730994152044,8.1,10.6,2.5,1.0,0.9411764705882353,-0.05882352941176472,1,3,2,0.9568541049957275,0.9594296216964722,0.9581401348114014,0.2,82.85865783691406,0.0,False,True,2,0,0,0,0,0,1,2,1,1,1,11,0,1,2,0,1,0
ChatGPT_023,"Schreiber received a gold medal for his flight at the 1936 Summer Olympics closing ceremony, and is the only person to have ever received an Olympic medal for aeronautics, since the prize was subsequently discontinued.",Schreiber received a gold medal for his flight at the 1936 Summer Olympics closing ceremony. || He is the only person to ever receive an Olympic medal for aeronautics because this prize was later discontinued.,ChatGPT,wikiEN,4,3,0,1,0.0,0,0,18.482631578947366,9.830526315789477,-8.652105263157889,20.8,11.3,-9.5,0.8571428571428571,0.9142857142857143,0.05714285714285716,3,3,0,0.9792674779891968,0.9792276620864868,0.9792475700378418,0.6095890410958904,64.8517906665802,0.0,False,True,1,0,0,0,0,1,6,1,1,2,2,7,1,0,0,0,0,3
ChatGPT_024,"In 1976, his family left him because they could not cope with his lifestyle.","In 1976, his family left because they could not handle his lifestyle.",ChatGPT,wikiEN,2,1,0,0,0.0,1,0,3.9250000000000007,3.355714285714285,-0.5692857142857157,6.8,7.3,0.5,0.9285714285714286,0.9166666666666666,-0.011904761904761973,2,2,0,0.9874776005744934,0.9839510917663574,0.9857112169265747,0.5862068965517241,85.4034423828125,0.0,False,True,2,0,0,0,0,3,2,0,0,0,2,6,0,0,0,0,0,0
ChatGPT_025,"In the first round of qualification, 12 teams who were not participating at the 2024 European Championship will play a singled round-robin with the winners advancing to the second phase, where the teams will be joined by the remaining ten teams from the European Championship and play play-off games to determine the qualified teams.","In the first round of qualification, 12 teams not in the 2024 European Championship will play a single round-robin. || The winners will advance to the second phase, where they will join the remaining ten teams from the European Championship. || Together, they will play play-off games to decide the qualified teams.",ChatGPT,wikiEN,8,3,1,2,2.0,0,0,23.822456140350884,6.763333333333335,-17.05912280701755,30.0,11.8,-18.2,0.7407407407407407,0.7307692307692307,-0.009971509971509973,6,5,-1,0.9596996307373047,0.962699830532074,0.9611973762512207,0.5128205128205128,65.86951017379761,0.0,True,True,0,0,0,0,0,0,4,1,0,2,2,8,1,0,0,0,1,2
ChatGPT_026,"NGC 5630 is listed as a field galaxy, i.e. one does not belong to a larger galaxy group or cluster and hence is gravitationally alone.","NGC 5630 is a field galaxy, which means it is not part of a larger galaxy group or cluster and is gravitationally alone.",ChatGPT,wikiEN,4,2,0,0,0.0,2,0,2.8633333333333333,9.736,6.872666666666667,5.5,10.1,4.6,0.92,0.8695652173913043,-0.050434782608695716,2,1,-1,0.9711260795593262,0.9614291191101074,0.9662532806396484,0.4298245614035088,78.64322066307068,0.0,True,False,1,0,0,0,0,0,4,2,0,1,1,9,1,1,0,0,1,7
ChatGPT_027,"The church is colloquially known as the Rác Church streaming from the word Rascians, a historical term for Serbs.","The church is commonly called the Rác Church, which comes from the old name for Serbs, Rascians.",ChatGPT,wikiEN,4,3,0,0,1.0,0,0,8.895238095238096,5.190000000000001,-3.7052380952380943,11.6,9.3,-2.299999999999999,0.9473684210526315,0.9411764705882353,-0.006191950464396245,1,2,1,0.9527267813682556,0.9475816488265991,0.950147271156311,0.2692307692307692,78.36863994598389,0.0,True,True,0,0,0,0,0,1,8,2,1,3,2,12,0,0,0,0,0,3
ChatGPT_028,Sometimes this species occurs as an annual plant if it is growing in certain conditions.,Sometimes this species lives as an annual plant if it grows in certain conditions.,ChatGPT,wikiEN,2,1,0,0,1.0,0,0,9.087500000000002,8.353333333333339,-0.7341666666666633,9.3,8.8,-0.5,1.0,1.0,0.0,2,2,0,0.986806333065033,0.9794930219650269,0.9831361174583435,0.5862068965517241,71.76541090011597,0.0,False,False,0,0,0,0,0,1,2,0,0,0,2,7,0,0,1,0,1,3
ChatGPT_029,"Acmispon tomentosus var. tomentosus is the one subspecies in the genus, generally identified by having less red in their buds and a lot more hairy leaves.",Acmispon tomentosus var. tomentosus is the only subspecies in its group. || It has less red in its buds and much hairier leaves.,ChatGPT,wikiEN,6,4,0,1,1.0,0,0,8.78224137931035,3.2162962962962993,-5.56594508301405,8.4,4.9,-3.5,0.8846153846153846,0.8695652173913043,-0.015050167224080258,1,1,0,0.9645079970359802,0.9561464786529541,0.9603090286254883,0.33636363636363636,74.05431270599365,0.0,True,True,1,0,0,0,0,0,0,0,1,2,1,10,1,1,0,0,0,4
ChatGPT_030,"Prior to his acting debut, he was one of the regular hosts of the university student-focused talk show College Talk","Before he started acting, he regularly hosted a talk show for university students called College Talk.",ChatGPT,wikiEN,5,3,1,0,1.0,0,0,11.142857142857142,9.785555555555558,-1.3573015873015848,11.2,12.2,1.0,0.9,0.9375,0.03749999999999998,0,4,4,0.9494891166687012,0.9395238161087036,0.9444801807403564,0.14102564102564102,78.89852523803711,0.0,False,False,0,0,0,0,0,2,2,2,0,1,1,8,0,1,1,0,0,1
ChatGPT_031,Lin made his acting debut with a minor role in the 2013 romance film Campus Confidential.,Lin started acting with a small role in the 2013 romance film Campus Confidential.,ChatGPT,wikiEN,2,2,0,0,0.0,0,0,7.004705882352944,5.993333333333336,-1.0113725490196082,8.4,8.8,0.40000000000000036,1.0,1.0,0.0,1,2,1,0.988239049911499,0.9812688231468201,0.9847415685653687,0.5645161290322581,74.42158460617065,0.0,False,True,2,0,0,0,0,1,4,0,0,0,1,6,1,0,1,0,0,3
ChatGPT_032,"In 2021, Lin received his first sole male lead role in the fantasy series The Pond [zh] directed by Cheng Wei-hao,[22] for which he received a nomination for Best Leading Actor in a Miniseries or Television Film in the 57th Golden Bell Awards for this role.","In 2021, Lin got his first main male role in the fantasy series ""The Pond,"" directed by Cheng Wei-hao. || He was nominated for Best Leading Actor in a Miniseries or Television Film at the 57th Golden Bell Awards for this role.",ChatGPT,wikiEN,6,4,0,1,0.0,1,0,19.673703703703705,7.6915306122449,-11.982173091458804,23.3,10.1,-13.200000000000001,0.8478260869565217,0.9285714285714286,0.08074534161490687,3,3,0,0.9724724292755127,0.9528457522392273,0.9625590443611145,0.5047619047619047,74.95495676994324,0.0,False,True,1,0,0,0,0,0,4,1,1,1,2,8,0,0,0,0,0,4
ChatGPT_033,"In 48 years of service, he oversaw the growth of the Duke University Library (originally Trinity College) from a single room in 1898 to over a million books and documents in modern facilities at his retirement in 1946.","In 48 years, he helped Duke University Library grow from one room in 1898 to over a million books and documents by his retirement in 1946.",ChatGPT,wikiEN,5,2,0,0,0.0,3,0,17.928095238095242,10.501428571428573,-7.426666666666669,20.0,12.1,-7.9,0.868421052631579,0.9615384615384616,0.09311740890688258,1,2,1,0.9795615673065186,0.9353952407836914,0.9569690823554993,0.3950617283950617,69.44954991340637,0.0,False,True,1,0,0,0,0,1,3,0,0,0,1,7,0,0,1,0,1,1
ChatGPT_034,"Breedlove was born in 1875 in Granville County, North Carolina near Oxford, to John Henry Breedlove and Susan Caroline Hunt Breedlove.","Breedlove was born in 1875 near Oxford, North Carolina, to John Henry Breedlove and Susan Caroline Hunt Breedlove.",ChatGPT,wikiEN,2,0,0,0,0.0,1,1,9.995000000000001,8.333333333333332,-1.6616666666666688,14.6,13.0,-1.5999999999999996,0.9047619047619048,0.9444444444444444,0.03968253968253965,1,1,0,0.9920791387557983,0.968612790107727,0.9802055358886719,0.7,70.90889811515808,0.0,False,True,1,0,0,0,0,2,1,0,1,0,1,6,1,0,1,0,0,3
ChatGPT_035,"As the collection grew rapidly over the next 30 years, Breedlove labored to manage the flood of donations and purchases amid staff shortages.","As the collection grew quickly over the next 30 years, Breedlove worked hard to handle the many donations and purchases despite not having enough staff.",ChatGPT,wikiEN,5,5,0,0,0.0,0,0,12.096,11.547407407407409,-0.5485925925925912,14.4,15.2,0.7999999999999989,0.9130434782608695,0.92,0.006956521739130528,3,3,0,0.9702463746070862,0.9756201505661011,0.9729258418083191,0.4117647058823529,75.55551528930664,0.0,False,True,0,0,0,0,0,2,3,0,0,1,1,6,0,1,0,0,0,1
ChatGPT_036,"He was involved in the planning for three new library buildings, each necessitating a transfer of the entire collection.",He helped plan three new library buildings. || Each building needed the entire collection to be moved.,ChatGPT,wikiEN,5,2,1,1,1.0,0,0,10.019047619047623,1.879999999999999,-8.139047619047624,13.4,7.9,-5.5,0.9473684210526315,1.0,0.052631578947368474,2,4,2,0.9512114524841309,0.9521886110305786,0.9516997337341309,0.23076923076923078,78.75373959541321,0.0,False,True,0,0,0,0,0,0,2,2,0,2,2,6,1,0,2,0,1,2
ChatGPT_037,"In 1902, a major gift by James Buchanan Duke enabled the construction of a new library which opened in 1903, supplemented by an additional gift of $10,000 to purchase books.","In 1902, James Buchanan Duke gave a big donation to build a new library, which opened in 1903. || He also gave an extra $10,000 to buy books.",ChatGPT,wikiEN,6,4,0,1,1.0,0,0,13.634705882352943,2.84,-10.794705882352943,16.2,5.2,-11.0,0.8666666666666667,0.8928571428571429,0.02619047619047621,4,5,1,0.9554846286773682,0.954452633857727,0.9549683928489685,0.3076923076923077,84.03395414352417,0.0,False,True,0,0,0,0,0,0,1,1,1,2,1,10,0,0,0,0,1,1
ChatGPT_038,"The home he built in 1915 at 407 Watts Street in Durham's Trinity Historic District, a ""restrained Neo-Classical design reminiscent of the more elaborate (former) Watts Hospital"", was designated an historic site with a plaque from the Historic Preservation Society of Durham in 2006.",The house he built in 1915 at 407 Watts Street in Durham's Trinity Historic District was recognized as a historic site with a plaque from the Historic Preservation Society of Durham in 2006.,ChatGPT,wikiEN,2,1,0,0,0.0,1,0,21.652941176470595,14.675882352941176,-6.977058823529418,26.2,17.6,-8.599999999999998,0.8409090909090909,0.8787878787878788,0.037878787878787845,2,2,0,0.9838138818740845,0.9223034381866455,0.95206618309021,0.5202020202020202,61.903274059295654,0.0,True,True,0,1,0,1,0,0,2,1,1,0,0,5,1,0,0,0,0,2
ChatGPT_039,"Before the 2023 World Championship, national coach Alfred Gislason called up Fischer to the extended squad of the German senior national team.","Before the 2023 World Championship, national coach Alfred Gislason included Fischer in the German senior national team.",ChatGPT,wikiEN,2,1,0,0,0.0,1,0,12.453333333333333,11.693684210526317,-0.7596491228070157,15.5,15.6,0.09999999999999964,0.8636363636363636,0.8823529411764706,0.018716577540106916,1,1,0,0.9870057106018066,0.9674816727638245,0.9771462082862854,0.5888888888888889,67.09861755371094,0.0,False,True,3,0,0,0,0,1,5,1,1,1,1,6,4,1,2,0,0,3
ChatGPT_040,"Initially formed as a photo reconnaissance flight at PAF Base Mauripur, the squadron has evolved over the decades, participating in significant missions and conflicts.","The squadron started as a photo reconnaissance flight at PAF Base Mauripur. || Over the years, it has taken part in important missions and conflicts.",ChatGPT,wikiEN,7,4,0,1,0.0,1,1,16.35481481481482,5.527068965517241,-10.827745849297578,18.8,9.1,-9.700000000000001,0.9583333333333334,1.0,0.04166666666666663,3,2,-1,0.9657585620880127,0.9667927026748657,0.9662753939628601,0.4090909090909091,76.62278413772583,0.0,True,True,2,0,0,0,0,2,0,1,2,1,2,6,0,0,0,0,0,2
ChatGPT_041,"After being disbanded in 1972 and reactivated in 1977, the squadron transitioned through various aircraft, including the Dassault Mirage IIIRP and Shenyang F-6, before adopting the Chengdu F-7P Skybolts and later the F-7PGs.","The squadron was disbanded in 1972 and reactivated in 1977. || It used various aircraft, including the Dassault Mirage IIIRP and Shenyang F-6, before switching to the Chengdu F-7P Skybolts and later the F-7PGs.",ChatGPT,wikiEN,6,2,0,1,1.0,1,1,16.061621621621622,7.143205128205128,-8.918416493416494,22.5,12.1,-10.4,0.8181818181818182,0.8529411764705882,0.03475935828876997,2,3,1,0.979447066783905,0.9756948947906494,0.9775673747062683,0.66,72.4655270576477,0.0,True,True,1,0,0,0,0,1,5,0,2,2,2,8,2,0,0,0,1,1
ChatGPT_042,The squadron celebrated its Golden Jubilee in 2008 and continues to play a vital role in PAF’s operational activities and exercises.,The squadron celebrated its 50th anniversary in 2008 and still plays an important role in PAF's activities and exercises.,ChatGPT,wikiEN,4,3,0,0,0.0,1,0,13.90818181818182,11.68,-2.2281818181818203,14.2,13.6,-0.5999999999999996,0.9047619047619048,0.8947368421052632,-0.010025062656641603,3,2,-1,0.9711167812347412,0.9651861190795898,0.9681423902511597,0.35365853658536583,75.61007738113403,0.0,True,True,1,0,0,0,0,0,6,1,0,2,2,7,1,0,2,0,0,3
ChatGPT_043,The unit was originally established in March 1956 as a photo reconnaissance flight at PAF Base Mauripur flying Lockheed RT-33 Shooting Stars under the command of Flight Lieutenant Zulfiqar Ali Khan.,"The unit started in March 1956 as a photo reconnaissance flight at PAF Base Mauripur, using Lockheed RT-33 Shooting Stars, led by Flight Lieutenant Zulfiqar Ali Khan.",ChatGPT,wikiEN,3,2,0,0,1.0,0,0,16.433750000000007,12.629999999999999,-3.803750000000008,19.6,16.5,-3.1000000000000014,1.0,1.0,0.0,2,3,1,0.9799329042434692,0.977345883846283,0.9786376953125,0.5983606557377049,66.91302061080933,0.0,True,True,0,0,0,0,0,1,3,1,1,0,3,4,2,0,0,1,1,2
